order_id;total_qty;total_weight_gr;total_returned_qty;Total Diskon;product_categories;num_product_categories;Status Pesanan;Alasan Pembatalan;Opsi Pengiriman;Metode Pembayaran;Kota/Kabupaten;Provinsi;Ongkos Kirim Dibayar oleh Pembeli;Estimasi Potongan Biaya Pengiriman;Total Pembayaran;Perkiraan Ongkos Kirim;Waktu Pesanan Dibuat;source_file
ORD_0000423;2;2000;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. KARAWANG;JAWA BARAT;11000;0;48320;11000;2024-04-26 16:22;AprilSales2024.xlsx
ORD_0000424;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Kartu Kredit/Debit;KOTA BANDUNG;JAWA BARAT;10000;0;30065;10000;2024-04-26 19:15;AprilSales2024.xlsx
ORD_0000425;2;1200;0;0;Celengan, Perlengkapan Packing;2;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA TANGERANG;BANTEN;8000;0;34800;8000;2024-04-26 19:19;AprilSales2024.xlsx
ORD_0000426;5;2000;0;0;Piring;1;Selesai;;Reguler (Cashless)-SPX Standard;Kartu Kredit/Debit;KAB. BEKASI;JAWA BARAT;0;20000;106000;20000;2024-04-26 19:21;AprilSales2024.xlsx
ORD_0000427;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA UTARA;DKI JAKARTA;8000;0;50504;8000;2024-04-26 20:27;AprilSales2024.xlsx
ORD_0000428;3;3750;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KOTA JAKARTA SELATAN;DKI JAKARTA;0;10000;43824;10000;2024-04-26 20:42;AprilSales2024.xlsx
ORD_0000429;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA TIMUR;DKI JAKARTA;8000;0;29912;8000;2024-04-26 20:47;AprilSales2024.xlsx
ORD_0000430;5;1000;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PANDEGLANG;BANTEN;13000;0;92520;13000;2024-04-26 22:41;AprilSales2024.xlsx
ORD_0000431;7;19500;0;0;Celengan, Peralatan Makan, Toples / Sealware;3;Selesai;;Same Day-SPX Sameday;Saldo ShopeePay;KOTA JAKARTA UTARA;DKI JAKARTA;11500;20000;173624;31500;2024-04-27 00:57;AprilSales2024.xlsx
ORD_0000432;100;20000;0;150000;Nampan / Tray;1;Selesai;;Kargo-J&T Cargo;Online Payment;KOTA BANDAR LAMPUNG;LAMPUNG;61000;20000;564000;81000;2024-04-27 06:21;AprilSales2024.xlsx
ORD_0000433;2;4800;0;0;Rak / Rak Serbaguna;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. KAMPAR;RIAU;88600;20000;191486;108600;2024-04-27 10:13;AprilSales2024.xlsx
ORD_0000434;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BEKASI;JAWA BARAT;8000;0;27000;8000;2024-04-27 10:54;AprilSales2024.xlsx
ORD_0000435;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA BEKASI;JAWA BARAT;8000;0;29800;8000;2024-04-27 13:47;AprilSales2024.xlsx
ORD_0000436;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA SELATAN;DKI JAKARTA;8000;0;32000;8000;2024-04-27 13:55;AprilSales2024.xlsx
ORD_0000437;8;43260;0;0;Bangku / Kursi Kecil, Nampan / Tray, Perlengkapan Packing, Saringan / Strainer, Talenan;5;Selesai;;Kargo-J&T Cargo;Online Payment;KOTA TANGERANG SELATAN;BANTEN;19000;0;103147;19000;2024-04-27 13:58;AprilSales2024.xlsx
ORD_0000438;6;2400;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;0;0;9000;2024-04-27 14:04;AprilSales2024.xlsx
ORD_0000439;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. TANGERANG;BANTEN;8000;0;28800;8000;2024-04-27 18:30;AprilSales2024.xlsx
ORD_0000440;1;1700;0;0;Rak / Rak Serbaguna;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;0;0;0;16000;2024-04-27 20:20;AprilSales2024.xlsx
ORD_0000441;10;3000;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BEKASI;JAWA BARAT;4000;20000;88360;24000;2024-04-27 20:28;AprilSales2024.xlsx
ORD_0000442;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;0;10000;16600;10000;2024-04-27 21:08;AprilSales2024.xlsx
ORD_0000443;6;18800;0;0;Botol / Gelas / Mug, Keranjang, Plastik / Wadah Plastik;3;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Same Day-SPX Sameday;Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;0;0;16500;2024-04-28 20:17;AprilSales2024.xlsx
ORD_0000444;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;8000;0;27000;8000;2024-04-28 20:26;AprilSales2024.xlsx
ORD_0000445;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG SELATAN;BANTEN;0;8000;33947;8000;2024-04-28 22:36;AprilSales2024.xlsx
ORD_0000446;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA BEKASI;JAWA BARAT;8000;0;48600;8000;2024-04-28 06:05;AprilSales2024.xlsx
ORD_0000447;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA PUSAT;DKI JAKARTA;8000;0;26896;8000;2024-04-28 07:34;AprilSales2024.xlsx
ORD_0000448;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA PALEMBANG;SUMATERA SELATAN;17000;0;47844;17000;2024-04-28 12:15;AprilSales2024.xlsx
ORD_0000449;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BEKASI;JAWA BARAT;8000;0;29912;8000;2024-04-28 13:02;AprilSales2024.xlsx
ORD_0000450;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BEKASI;JAWA BARAT;0;0;0;8000;2024-04-28 13:24;AprilSales2024.xlsx
ORD_0000451;1;500;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA BEKASI;JAWA BARAT;0;9500;21592;9500;2024-04-28 14:32;AprilSales2024.xlsx
ORD_0000452;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;9500;16600;9500;2024-04-28 14:52;AprilSales2024.xlsx
ORD_0000453;1;300;0;0;Peralatan Kamar Mandi;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;8000;18680;8000;2024-04-28 14:52;AprilSales2024.xlsx
ORD_0000454;2;2000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;8000;0;48112;8000;2024-04-28 15:24;AprilSales2024.xlsx
ORD_0000455;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA BARAT;DKI JAKARTA;8000;0;24920;8000;2024-04-28 16:03;AprilSales2024.xlsx
ORD_0000456;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KOTA BANDUNG;JAWA BARAT;10000;0;41000;10000;2024-04-28 16:10;AprilSales2024.xlsx
ORD_0000457;2;500;0;0;Peralatan Makan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;0;0;0;9500;2024-04-28 16:19;AprilSales2024.xlsx
ORD_0000458;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;8000;0;24109;8000;2024-04-29 07:58;AprilSales2024.xlsx
ORD_0000459;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KOTA JAKARTA BARAT;DKI JAKARTA;8000;0;38976;8000;2024-04-29 09:37;AprilSales2024.xlsx
ORD_0000460;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;0;0;10000;2024-04-29 11:01;AprilSales2024.xlsx
ORD_0000461;5;7500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;10000;20000;105624;30000;2024-04-29 11:56;AprilSales2024.xlsx
ORD_0000462;4;4200;0;0;Celengan, Sapu / Pembersih Lantai;2;Selesai;;Same Day-SPX Sameday;Online Payment;KOTA TANGERANG SELATAN;BANTEN;38500;0;98300;38500;2024-04-29 12:51;AprilSales2024.xlsx
ORD_0000463;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. CIANJUR;JAWA BARAT;12000;0;60280;12000;2024-04-29 13:39;AprilSales2024.xlsx
ORD_0000464;4;800;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. OGAN ILIR;SUMATERA SELATAN;0;34300;63400;34300;2024-04-29 13:47;AprilSales2024.xlsx
ORD_0000465;1;1700;0;0;Rak / Rak Serbaguna;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SERANG;BANTEN;15000;0;84200;15000;2024-04-29 14:19;AprilSales2024.xlsx
ORD_0000466;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA JAKARTA BARAT;DKI JAKARTA;8000;0;30000;8000;2024-04-29 14:20;AprilSales2024.xlsx
ORD_0000467;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;8000;0;24920;8000;2024-04-29 15:23;AprilSales2024.xlsx
ORD_0000468;25;5000;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUBANG;JAWA BARAT;65000;20000;237600;85000;2024-04-29 16:30;AprilSales2024.xlsx
ORD_0000469;2;600;0;0;Lunch Box / Rantang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;10000;0;38440;10000;2024-04-29 16:57;AprilSales2024.xlsx
ORD_0000470;1;500;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KAB. BEKASI;JAWA BARAT;0;9500;8350;9500;2024-04-29 18:01;AprilSales2024.xlsx
ORD_0000471;4;800;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-J&T Economy;COD (Bayar di Tempat);KAB. KUTAI KARTANEGARA;KALIMANTAN TIMUR;57000;30000;122680;87000;2024-04-29 18:24;AprilSales2024.xlsx
ORD_0000472;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-J&T Economy;COD (Bayar di Tempat);KOTA BALIKPAPAN;KALIMANTAN TIMUR;35500;0;58512;35500;2024-04-29 19:13;AprilSales2024.xlsx
ORD_0000473;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;8000;0;40520;8000;2024-04-29 20:03;AprilSales2024.xlsx
ORD_0000474;4;1000;0;0;Lunch Box / Rantang;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. BANDUNG;JAWA BARAT;9000;0;62000;9000;2024-04-29 21:15;AprilSales2024.xlsx
ORD_0000475;12;2400;0;0;Other;1;Selesai;;Reguler (Cashless)-J&T Express;COD (Bayar di Tempat);KOTA TERNATE;MALUKU UTARA;94000;20000;236040;114000;2024-04-30 05:18;AprilSales2024.xlsx
ORD_0000476;12;6000;0;0;Celengan;1;Selesai;;Instant (Versi Lama)-GoSend Instant (Versi Lama);Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;45000;20000;283600;65000;2024-04-30 06:50;AprilSales2024.xlsx
ORD_0000477;2;2000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA DEPOK;JAWA BARAT;8000;0;43074;8000;2024-04-30 07:27;AprilSales2024.xlsx
ORD_0000478;1;500;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KOTA JAKARTA UTARA;DKI JAKARTA;10000;0;30215;10000;2024-04-30 08:36;AprilSales2024.xlsx
ORD_0000479;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LAMPUNG TIMUR;LAMPUNG;2300;30000;18992;32300;2024-04-30 09:43;AprilSales2024.xlsx
ORD_0000480;1;1700;0;0;Rak / Rak Serbaguna;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANAH BUMBU;KALIMANTAN SELATAN;0;0;0;129000;2024-04-30 10:18;AprilSales2024.xlsx
ORD_0000481;1;4000;0;0;Other;1;Selesai;;Same Day-SPX Sameday;Saldo ShopeePay;KOTA TANGERANG;BANTEN;17500;0;66500;17500;2024-04-30 11:29;AprilSales2024.xlsx
ORD_0000482;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA MALANG;JAWA TIMUR;8000;10000;24920;18000;2024-04-30 11:31;AprilSales2024.xlsx
ORD_0000483;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;0;13000;15000;13000;2024-04-30 12:47;AprilSales2024.xlsx
ORD_0000484;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;8000;0;33240;8000;2024-04-30 13:16;AprilSales2024.xlsx
ORD_0000485;3;1500;0;0;Celengan;1;Selesai;;Same Day-SPX Sameday;SPayLater;KOTA TANGERANG SELATAN;BANTEN;25000;0;73720;25000;2024-04-30 13:22;AprilSales2024.xlsx
ORD_0000486;2;4800;0;0;Rak / Rak Serbaguna;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA PUSAT;DKI JAKARTA;4000;20000;105000;24000;2024-04-30 15:08;AprilSales2024.xlsx
ORD_0000487;1;100;0;0;Peralatan Kamar Mandi;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KOTA TANGERANG SELATAN;BANTEN;8000;0;19180;8000;2024-04-30 18:03;AprilSales2024.xlsx
ORD_0000488;3;2250;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. TANGERANG;BANTEN;8000;0;24230;8000;2024-04-30 19:09;AprilSales2024.xlsx
ORD_0000489;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. BOGOR;JAWA BARAT;8000;0;28101;8000;2024-04-30 19:48;AprilSales2024.xlsx
ORD_0000490;1;200;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BLORA;JAWA TENGAH;0;0;0;22000;2024-04-30 20:58;AprilSales2024.xlsx
ORD_0000491;6;2400;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;0;13000;94600;13000;2024-04-30 22:33;AprilSales2024.xlsx
ORD_0000492;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;8000;0;29912;8000;2024-04-30 22:53;AprilSales2024.xlsx
ORD_0000493;2;2000;0;0;Celengan;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;0;0;28000;2025-04-02 13:23;AprilSales2025.xlsx
ORD_0000494;8;49200;0;0;Keranjang, Nampan / Tray;2;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Instant (Versi Lama)-SPX Instant (Versi Lama);SeaBank Bayar Instan;KOTA TANGERANG;BANTEN;0;0;0;20000;2025-04-02 14:57;AprilSales2025.xlsx
ORD_0000495;9;51600;0;0;Keranjang, Nampan / Tray;2;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Instant (Versi Lama)-SPX Instant (Versi Lama);SeaBank Bayar Instan;KOTA TANGERANG;BANTEN;0;0;0;20000;2025-04-02 15:48;AprilSales2025.xlsx
ORD_0000496;1;3000;0;0;Other;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Instant (Versi Lama)-SPX Instant (Versi Lama);SPayLater;KOTA JAKARTA SELATAN;DKI JAKARTA;0;0;0;107000;2025-04-03 11:30;AprilSales2025.xlsx
ORD_0000497;4;2070;0;0;Aksesoris Pintu, Gantungan Baju / Hanger;2;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;Instant (Versi Lama)-SPX Instant (Versi Lama);SPayLater;KOTA TANGERANG;BANTEN;0;0;0;28000;2025-04-03 13:09;AprilSales2025.xlsx
ORD_0000498;2;2500;0;0;Baskom / Mangkok Besar, Celengan;2;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KOTA JAKARTA UTARA;DKI JAKARTA;0;0;0;48000;2025-04-03 17:05;AprilSales2025.xlsx
ORD_0000499;2;1900;0;0;Baskom / Mangkok Besar, Saringan / Strainer;2;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;0;0;25000;2025-04-03 20:27;AprilSales2025.xlsx
ORD_0000500;1;3000;0;0;Other;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;GrabExpress Instant (Versi Lama);Online Payment;KOTA TANGERANG;BANTEN;0;0;0;20500;2025-04-03 23:48;AprilSales2025.xlsx
ORD_0000501;1;650;0;0;Other;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;14000;27000;14000;2025-04-04 15:23;AprilSales2025.xlsx
ORD_0000502;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. BEKASI;JAWA BARAT;0;8000;19400;8000;2025-04-04 15:30;AprilSales2025.xlsx
ORD_0000503;2;4800;0;0;Bangku / Kursi Kecil;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA BOGOR;JAWA BARAT;20000;20000;66900;40000;2025-04-04 16:44;AprilSales2025.xlsx
ORD_0000504;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. BEKASI;JAWA BARAT;0;8000;6050;8000;2025-04-04 17:26;AprilSales2025.xlsx
ORD_0000505;1;750;0;0;Teko / Jug;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SUKABUMI;JAWA BARAT;0;9000;202448;9000;2025-04-04 17:27;AprilSales2025.xlsx
ORD_0000506;2;440;0;0;Baskom / Mangkok Besar;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SUKABUMI;JAWA BARAT;0;9500;18264;9500;2025-04-04 17:38;AprilSales2025.xlsx
ORD_0000507;1;1700;0;0;Rak / Rak Serbaguna;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. LAMONGAN;JAWA TIMUR;0;0;0;28800;2025-04-04 18:04;AprilSales2025.xlsx
ORD_0000508;2;1000;0;0;Gantungan Baju / Hanger;1;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KAB. SERANG;BANTEN;0;16000;62000;16000;2025-04-04 18:34;AprilSales2025.xlsx
ORD_0000509;1;2000;0;0;Sapu / Pembersih Lantai;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KOTA BANDUNG;JAWA BARAT;3000;15000;26226;18000;2025-04-04 18:41;AprilSales2025.xlsx
ORD_0000510;20;6000;0;0;Keranjang;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu;Same Day-SPX Sameday;Saldo ShopeePay;KOTA JAKARTA PUSAT;DKI JAKARTA;0;0;0;17500;2025-04-04 18:52;AprilSales2025.xlsx
ORD_0000511;4;2000;0;0;Celengan;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar;SPX Hemat;Online Payment;KOTA BUKITTINGGI;SUMATERA BARAT;0;0;0;40200;2025-04-04 19:00;AprilSales2025.xlsx
ORD_0000512;1;500;0;0;Celengan;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Reguler (Cashless)-SPX Standard;Indomaret/i.Saku;KOTA BEKASI;JAWA BARAT;0;0;0;9500;2025-04-04 19:24;AprilSales2025.xlsx
ORD_0000513;2;2000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. BANDUNG;JAWA BARAT;0;10500;42410;10500;2025-04-04 19:39;AprilSales2025.xlsx
ORD_0000514;2;1100;0;0;Celengan, Other;2;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA TANGERANG SELATAN;BANTEN;0;8000;17145;8000;2025-04-04 19:55;AprilSales2025.xlsx
ORD_0000515;2;400;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. GARUT;JAWA BARAT;500;15000;15500;15500;2025-04-04 19:59;AprilSales2025.xlsx
ORD_0000516;1;120;0;0;Piring;1;Selesai;;Reguler (Cashless)-SPX Standard;Kartu Kredit/Debit;KOTA DEPOK;JAWA BARAT;0;9500;9500;9500;2025-04-04 20:42;AprilSales2025.xlsx
ORD_0000517;2;800;0;0;Aksesoris Pintu, Gantungan Baju / Hanger;2;Selesai;;SPX Standard;SPayLater;KAB. TANGERANG;BANTEN;0;5100;25240;5100;2025-04-04 21:22;AprilSales2025.xlsx
ORD_0000518;2;4000;0;0;Lunch Box / Rantang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SITUBONDO;JAWA TIMUR;2000;30000;150145;32000;2025-04-04 21:31;AprilSales2025.xlsx
ORD_0000519;1;500;0;0;Baskom / Mangkok Besar;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA JAKARTA BARAT;DKI JAKARTA;0;0;0;10000;2025-04-04 22:13;AprilSales2025.xlsx
ORD_0000520;1;100;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;9500;10880;9500;2025-04-04 22:18;AprilSales2025.xlsx
ORD_0000521;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SeaBank Bayar Instan;KAB. SUKABUMI;JAWA BARAT;0;13000;21320;13000;2025-04-04 23:27;AprilSales2025.xlsx
ORD_0000522;1;300;0;0;Mangkok;1;Batal;Dibatalkan oleh Pembeli. Alasan: Perlu mengubah pesanan;Reguler (Cashless);Kartu Kredit/Debit;KOTA DEPOK;JAWA BARAT;0;0;0;9500;2025-04-04 23:27;AprilSales2025.xlsx
ORD_0000523;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SEMARANG;JAWA TENGAH;4500;10000;15040;14500;2025-04-04 23:30;AprilSales2025.xlsx
ORD_0000524;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA JAMBI;JAMBI;5000;15000;26570;20000;2025-04-04 23:47;AprilSales2025.xlsx
ORD_0000525;1;300;0;0;Mangkok;1;Selesai;;Reguler (Cashless)-SPX Standard;Kartu Kredit/Debit;KOTA DEPOK;JAWA BARAT;0;9500;24267;9500;2025-04-05 00:04;AprilSales2025.xlsx
ORD_0000526;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA CIMAHI;JAWA BARAT;4000;5000;15040;9000;2025-04-05 07:04;AprilSales2025.xlsx
ORD_0000527;5;9050;0;0;Celengan, Perlengkapan Packing, Pisau / Alat Potong;3;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar;Instant (Versi Lama);Online Payment;KOTA JAKARTA BARAT;DKI JAKARTA;0;0;0;18000;2025-04-05 07:47;AprilSales2025.xlsx
ORD_0000528;1;300;0;0;Keranjang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;0;8000;10837;8000;2025-04-05 09:15;AprilSales2025.xlsx
ORD_0000529;5;600;0;0;Piring;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. GIANYAR;BALI;4500;30000;47280;34500;2025-04-05 09:48;AprilSales2025.xlsx
ORD_0000530;1;300;0;0;Mangkok;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA JAKARTA BARAT;DKI JAKARTA;0;10000;28560;10000;2025-04-05 10:15;AprilSales2025.xlsx
ORD_0000531;1;300;0;0;Keranjang;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. PONOROGO;JAWA TIMUR;0;0;0;16000;2025-04-05 10:26;AprilSales2025.xlsx
